CVE ID,Description,CVSS Score,References,Severity Encoded,Severity_LOW,Severity_MEDIUM,Severity_UNKNOWN
CVE-1999-1202,StarTech (1) POP3 proxy server and (2) telnet server allows remote attackers to cause a denial of service via a long USER command.,5.0,"https://exchange.xforce.ibmcloud.com/vulnerabilities/2088, http://marc.info/?l=bugtraq&m=90221104525873&w=2",2,False,True,False
CVE-1999-1409,"The at program in IRIX 6.2 and NetBSD 1.3.2 and earlier allows local users to read portions of arbitrary files by submitting the file to at with the -f argument, which generates error messages that at sends to the user via e-mail.",2.1,"http://www.shmoo.com/mail/bugtraq/jul98/msg00064.html, http://www.securityfocus.com/bid/331, http://www.iss.net/security_center/static/7577.php, ftp://ftp.NetBSD.ORG/pub/NetBSD/security/advisories/NetBSD-SA1998-004.txt.asc, http://marc.info/?l=bugtraq&m=90233906612929&w=2",1,True,False,False
CVE-1999-1574,"Buffer overflow in the lex routines of nslookup for AIX 4.3 may allow attackers to cause a core dump and possibly execute arbitrary code via ""long input strings.""",7.5,"http://www-1.ibm.com/support/search.wss?rs=0&q=IX79909&apar=only, https://exchange.xforce.ibmcloud.com/vulnerabilities/7867, http://www.kb.cert.org/vuls/id/182777",3,False,False,False
CVE-1999-1437,ePerl 2.2.12 allows remote attackers to read arbitrary files and possibly execute certain commands by specifying a full pathname of the target file as an argument to bar.phtml.,7.5,"http://marc.info/?l=bugtraq&m=90221104525927&w=2, http://marc.info/?l=bugtraq&m=90221104525890&w=2, http://www.securityfocus.com/bid/151",3,False,False,False
CVE-1999-1436,"Ray Chan WWW Authorization Gateway 0.1 CGI program allows remote attackers to execute arbitrary commands via shell metacharacters in the ""user"" parameter.",7.5,"http://www.securityfocus.com/bid/152, http://marc.info/?l=bugtraq&m=90221104525905&w=2",3,False,False,False
CVE-1999-0102,Buffer overflow in SLmail 3.x allows attackers to execute commands using a large FROM line.,7.5,https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0102,3,False,False,False
CVE-1999-1435,Buffer overflow in libsocks5 library of Socks 5 (socks5) 1.0r5 allows local users to gain privileges via long environmental variables.,7.2,"http://marc.info/?l=bugtraq&m=90221104525933&w=2, http://www.securityfocus.com/bid/154",3,False,False,False
CVE-1999-1270,"KMail in KDE 1.0 provides a PGP passphrase as a command line argument to other programs, which could allow local users to obtain the passphrase and compromise the PGP keys of other users by viewing the arguments via programs that list process information, such as ps.",4.6,"https://exchange.xforce.ibmcloud.com/vulnerabilities/1639, http://lists.kde.org/?l=kde-devel&m=90221974029738&w=2",2,False,True,False
CVE-1999-1434,"login in Slackware Linux 3.2 through 3.5 does not properly check for an error when the /etc/group file is missing, which prevents it from dropping privileges, causing it to assign root privileges to any local user who logs on to the server.",7.2,"http://www.securityfocus.com/bid/155, http://marc.info/?l=bugtraq&m=90221104525951&w=2",3,False,False,False
CVE-1999-0006,Buffer overflow in POP servers based on BSD/Qualcomm's qpopper allows remote attackers to gain root access using a long PASS command.,10.0,"ftp://patches.sgi.com/support/free/security/advisories/19980801-01-I, http://www.securityfocus.com/bid/133",3,False,False,False
CVE-1999-0213,libnsl in Solaris allowed an attacker to perform a denial of service of rpcbind.,10.0,http://www.securityfocus.com/archive/1/9749,3,False,False,False
CVE-1999-1297,cmdtool in OpenWindows 3.0 and XView 3.0 in SunOS 4.1.4 and earlier allows attackers with physical access to the system to display unechoed characters (such as those from password prompts) via the L2/AGAIN key.,2.1,"https://exchange.xforce.ibmcloud.com/vulnerabilities/7482, http://sunsolve.sun.com/pub-cgi/retrieve.pl?doc=fpatches%2F100452&zone_32=10045%2A%20",1,True,False,False
CVE-1999-1433,HP JetAdmin D.01.09 on Solaris allows local users to change the permissions of arbitrary files via a symlink attack on the /tmp/jetadmin.log file.,7.2,"http://marc.info/?l=bugtraq&m=90221104525988&w=2, http://www.securityfocus.com/bid/157, http://marc.info/?l=bugtraq&m=90221104526067&w=2",3,False,False,False
CVE-1999-1582,"By design, the ""established"" command on the Cisco PIX firewall allows connections from one host to arbitrary ports of a target host if an alternative conduit has already been allowed, which can cause administrators to configure less restrictive access controls than intended if they do not understand this functionality.",7.5,"http://www.kb.cert.org/vuls/id/6733, http://www.cisco.com/warp/public/707/pixest-pub.shtml, https://exchange.xforce.ibmcloud.com/vulnerabilities/8052",3,False,False,False
CVE-1999-0263,Solaris SUNWadmap can be exploited to obtain root access.,4.6,http://sunsolve.sun.com/pub-cgi/retrieve.pl?doctype=coll&doc=secbull/173,2,False,True,False
CVE-1999-1149,Buffer overflow in CSM Proxy 4.1 allows remote attackers to cause a denial of service (crash) via a long string to the FTP port.,5.0,"http://marc.info/?l=bugtraq&m=90221104525993&w=2, https://exchange.xforce.ibmcloud.com/vulnerabilities/1422",2,False,True,False
CVE-1999-1432,"Power management (Powermanagement) on Solaris 2.4 through 2.6 does not start the xlock process until after the sys-suspend has completed, which allows an attacker with physical access to input characters to the last active application from the keyboard for a short period after the system is restoring, which could lead to increased privileges.",7.5,"http://www.securityfocus.com/bid/160, http://marc.info/?l=bugtraq&m=90221104525997&w=2",3,False,False,False
CVE-1999-1558,Vulnerability in loginout in Digital OpenVMS 7.1 and earlier allows unauthorized access when external authentication is enabled.,7.5,"http://ciac.llnl.gov/ciac/bulletins/i-071a.shtml, http://www.iss.net/security_center/static/7151.php, http://www.securityfocus.com/bid/161",3,False,False,False
CVE-1999-0005,Arbitrary command execution via IMAP buffer overflow in authenticate command.,10.0,"http://www.securityfocus.com/bid/130, http://sunsolve.sun.com/pub-cgi/retrieve.pl?doctype=coll&doc=secbull/177",3,False,False,False
CVE-1999-1200,"Vintra SMTP MailServer allows remote attackers to cause a denial of service via a malformed ""EXPN *@"" command.",5.0,"http://marc.info/?l=ntbugtraq&m=90222454131610&w=2, https://exchange.xforce.ibmcloud.com/vulnerabilities/1617",2,False,True,False
CVE-1999-1420,"NBase switches NH2012, NH2012R, NH2015, and NH2048 have a back door password that cannot be disabled, which allows remote attackers to modify the switch's configuration.",10.0,"http://marc.info/?l=bugtraq&m=90221104526065&w=2, http://www.securityfocus.com/bid/212, http://marc.info/?l=bugtraq&m=90221104526016&w=2",3,False,False,False
CVE-1999-1421,"NBase switches NH208 and NH215 run a TFTP server which allows remote attackers to send software updates to modify the switch or cause a denial of service (crash) by guessing the target filenames, which have default names.",6.4,"http://marc.info/?l=bugtraq&m=90221104526065&w=2, http://www.securityfocus.com/bid/212, http://marc.info/?l=bugtraq&m=90221104526016&w=2",2,False,True,False
CVE-1999-1070,Buffer overflow in ping CGI program in Xylogics Annex terminal service allows remote attackers to cause a denial of service via a long query parameter.,5.0,http://www.securityfocus.com/archive/1/10021,2,False,True,False
CVE-1999-0941,Mutt mail client allows a remote attacker to execute commands via shell metacharacters.,7.5,http://marc.info/?l=bugtraq&m=90221104526154&w=2,3,False,False,False
CVE-1999-1447,Internet Explorer 4.0 allows remote attackers to cause a denial of service (crash) via HTML code that contains a long CLASSID parameter in an OBJECT tag.,5.0,"http://marc.info/?l=bugtraq&m=90221104526169&w=2, http://marc.info/?l=bugtraq&m=90221104526188&w=2",2,False,True,False
CVE-1999-1406,"dumpreg in Red Hat Linux 5.1 opens /dev/mem with O_RDWR access, which allows local users to cause a denial of service (crash) by redirecting fd 1 (stdout) to the kernel.",2.1,"http://www.securityfocus.com/bid/372, http://marc.info/?l=bugtraq&m=90221104526185&w=2, http://marc.info/?l=bugtraq&m=90221104526192&w=2",1,True,False,False
CVE-1999-1448,"Eudora and Eudora Light before 3.05 allows remote attackers to cause a crash and corrupt the user's mailbox via an e-mail message with certain dates, such as (1) dates before 1970, which cause a Divide By Zero error, or (2) dates that are 100 years after the current date, which causes a segmentation fault.",5.0,http://marc.info/?l=bugtraq&m=90221104526168&w=2,2,False,True,False
CVE-1999-1136,"Vulnerability in Predictive on HP-UX 11.0 and earlier, and MPE/iX 5.5 and earlier, allows attackers to compromise data transfer for Predictive messages (using e-mail or modem) between customer and Response Center Predictive systems.",4.6,"http://cert.ip-plus.net/bulletin-archive/msg00040.html, http://marc.info/?l=bugtraq&m=90221104526177&w=2, https://exchange.xforce.ibmcloud.com/vulnerabilities/1413, http://www.ciac.org/ciac/bulletins/i-081.shtml, http://www.codetalker.com/advisories/vendor/hp/hpsbux9807-081.html",2,False,True,False
CVE-1999-0269,Netscape Enterprise servers may list files through the PageServices query.,5.0,https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0269,2,False,True,False
CVE-1999-0288,"The WINS server in Microsoft Windows NT 4.0 before SP4 allows remote attackers to cause a denial of service (process termination) via invalid UDP frames to port 137 (NETBIOS Name Service), as demonstrated via a flood of random packets.",5.0,"http://safenetworks.com/Windows/wins.html, https://exchange.xforce.ibmcloud.com/vulnerabilities/1233",2,False,True,False
CVE-1999-0333,"HP OpenView Omniback allows remote execution of commands as root via spoofing, and local users can gain root access via a symlink attack.",7.5,https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0333,3,False,False,False
CVE-1999-0339,"Buffer overflow in the libauth library in Solaris allows local users to gain additional privileges, possibly root access.",7.2,https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0339,3,False,False,False
CVE-1999-0344,NT users can gain debug-level access on a system process using the Sechole exploit.,7.2,"http://support.microsoft.com/default.aspx?scid=kb%3B%5BLN%5D%3BQ190288, https://docs.microsoft.com/en-us/security-updates/securitybulletins/1998/ms98-009",3,False,False,False
CVE-1999-0516,An SNMP community name is guessable.,7.5,https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0516,3,False,False,False
CVE-1999-0062,The chpass command in OpenBSD allows a local user to gain root access through file descriptor leakage.,7.2,http://www.osvdb.org/7559,3,False,False,False
CVE-1999-0262,Hylafax faxsurvey CGI script on Linux allows remote attackers to execute arbitrary commands via shell metacharacters in the query string.,7.5,"https://exchange.xforce.ibmcloud.com/vulnerabilities/1532, http://www.securityfocus.com/bid/2056",3,False,False,False
CVE-1999-1199,"Apache WWW server 1.3.1 and earlier allows remote attackers to cause a denial of service (resource exhaustion) via a large number of MIME headers with the same name, aka the ""sioux"" vulnerability.",10.0,"http://marc.info/?l=bugtraq&m=90276683825862&w=2, http://marc.info/?l=bugtraq&m=90252779826784&w=2, http://marc.info/?l=bugtraq&m=90280517007869&w=2, http://marc.info/?l=bugtraq&m=90286768232093&w=2, http://www.redhat.com/support/errata/rh51-errata-general.html#apache, https://lists.apache.org/thread.html/r5419c9ba0951ef73a655362403d12bb8d10fab38274deb3f005816f5%40%3Ccvs.httpd.apache.org%3E, https://lists.apache.org/thread.html/rf2f0f3611f937cf6cfb3b4fe4a67f69885855126110e1e3f2fb2728e%40%3Ccvs.httpd.apache.org%3E, https://lists.apache.org/thread.html/rf6449464fd8b7437704c55f88361b66f12d5b5f90bcce66af4be4ba9%40%3Ccvs.httpd.apache.org%3E, https://lists.apache.org/thread.html/r9f93cf6dde308d42a9c807784e8102600d0397f5f834890708bf6920%40%3Ccvs.httpd.apache.org%3E",3,False,False,False
CVE-1999-0159,"Attackers can crash a Cisco IOS router or device, provided they can get to an interactive prompt (such as a login).  This applies to some IOS 9.x, 10.x, and 11.x releases.",5.0,https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0159,2,False,True,False
CVE-1999-1283,Opera 3.2.1 allows remote attackers to cause a denial of service (application crash) via a URL that contains an extra / in the http:// tag.,5.0,"http://www.securityfocus.com/archive/1/10320, https://exchange.xforce.ibmcloud.com/vulnerabilities/1541",2,False,True,False
CVE-1999-0157,Cisco PIX firewall and CBAC IP fragmentation attack results in a denial of service.,5.0,http://www.osvdb.org/1097,2,False,True,False
CVE-1999-1416,AnswerBook2 (AB2) web server dwhttpd 3.1a4 allows remote attackers to cause a denial of service (resource exhaustion) via an HTTP POST request with a large content-length.,5.0,"http://www.securityfocus.com/archive/1/10383, http://www.securityfocus.com/bid/253",2,False,True,False
CVE-1999-1417,"Format string vulnerability in AnswerBook2 (AB2) web server dwhttpd 3.1a4 allows remote attackers to cause a denial of service and possibly execute arbitrary commands via encoded % characters in an HTTP request, which is improperly logged.",7.5,"http://www.securityfocus.com/archive/1/10383, http://www.securityfocus.com/bid/253",3,False,False,False
CVE-1999-1041,Buffer overflow in mscreen on SCO OpenServer 5.0 and SCO UNIX 3.2v4 allows a local user to gain root access via (1) a long TERM environmental variable and (2) a long entry in the .mscreenrc file.,7.2,"http://www.securityfocus.com/archive/1/10420, ftp://ftp.sco.com/SSE/security_bulletins/SB-98.05a, http://marc.info/?l=bugtraq&m=90686250717719&w=2, http://www.cert.org/vendor_bulletins/VB-98.10.sco.mscreen",3,False,False,False
CVE-1999-0065,Multiple buffer overflows in how dtmail handles attachments allows a remote attacker to execute commands.,7.5,http://sunsolve.sun.com/pub-cgi/retrieve.pl?doctype=coll&doc=secbull/181,3,False,False,False
CVE-1999-0158,Cisco PIX firewall manager (PFM) on Windows NT allows attackers to connect to port 8080 on the PFM server and retrieve any file whose name and location is known.,5.0,"http://www.cisco.com/warp/public/770/pixmgrfile-pub.shtml, http://www.osvdb.org/685",2,False,True,False
CVE-1999-0162,"The ""established"" keyword in some Cisco IOS software allowed an attacker to bypass filtering.",5.0,https://www.cve.org/CVERecord?id=CVE-1999-0162,2,False,True,False
CVE-1999-0302,SunOS/Solaris FTP clients can be forced to execute arbitrary commands from a malicious FTP server.,7.5,http://sunsolve.sun.com/pub-cgi/retrieve.pl?doctype=coll&doc=secbull/176,3,False,False,False
CVE-1999-0310,SSH 1.2.25 on HP-UX allows access to new user accounts.,7.5,https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0310,3,False,False,False
CVE-1999-0792,ROUTERmate has a default SNMP community name which allows remote attackers to modify its configuration.,5.0,http://www2.merton.ox.ac.uk/~security/rootshell/0022.html,2,False,True,False
CVE-1999-1292,Buffer overflow in web administration feature of Kolban Webcam32 4.8.3 and earlier allows remote attackers to execute arbitrary commands via a long URL.,7.5,"https://exchange.xforce.ibmcloud.com/vulnerabilities/1366, http://xforce.iss.net/alerts/advise7.php",3,False,False,False
CVE-1999-0779,Denial of service in HP-UX SharedX recserv program.,5.0,http://www1.itrc.hp.com/service/cki/docDisplay.do?docId=HPSBUX9810-086,2,False,True,False
CVE-1999-0930,wwwboard allows a remote attacker to delete message board articles via a malformed argument.,5.0,"http://www.securityfocus.com/bid/1795, https://exchange.xforce.ibmcloud.com/vulnerabilities/2344, http://www.worldwidemart.com/scripts/faq/wwwboard/q5.shtml",2,False,True,False
CVE-1999-0871,"Internet Explorer 4.0 and 4.01 allow a remote attacker to read files via IE's cross frame security, aka the ""Cross Frame Navigate"" vulnerability.",2.6,"https://docs.microsoft.com/en-us/security-updates/securitybulletins/1998/ms98-013, http://www.osvdb.org/7837, https://exchange.xforce.ibmcloud.com/vulnerabilities/3668",1,True,False,False
CVE-1999-1048,"Buffer overflow in bash 2.0.0, 1.4.17, and other versions allows local attackers to gain privileges by creating an extremely large directory name, which is inserted into the password prompt via the \w option in the PS1 environmental variable when another user changes into that directory.",4.6,"https://exchange.xforce.ibmcloud.com/vulnerabilities/3414, http://www.securityfocus.com/archive/1/10542, http://www.osvdb.org/8345, http://marc.info/?l=bugtraq&m=87602746719555&w=2, http://www.debian.org/security/1998/19980909",2,False,True,False
CVE-1999-0056,Buffer overflow in Sun's ping program can give root access to local users.,7.2,http://sunsolve.sun.com/pub-cgi/retrieve.pl?doctype=coll&doc=secbull/174,3,False,False,False
CVE-1999-0897,iChat ROOMS Webserver allows remote attackers to read arbitrary files via a .. (dot dot) attack.,5.0,http://marc.info/?l=bugtraq&m=90538488231977&w=2,2,False,True,False
CVE-1999-1020,"The installation of Novell Netware NDS 5.99 provides an unauthenticated client with Read access for the tree, which allows remote attackers to access sensitive information such as users, groups, and readable objects via CX.EXE and NLIST.EXE.",7.5,"http://marc.info/?l=bugtraq&m=90613355902262&w=2, http://www.securityfocus.com/bid/484, https://exchange.xforce.ibmcloud.com/vulnerabilities/1364",3,False,False,False
CVE-1999-1265,"SMTP server in SLmail 3.1 and earlier allows remote attackers to cause a denial of service via malformed commands whose arguments begin with a ""("" (parenthesis) character, such as (1) SEND, (2) VRFY, (3) EXPN, (4) MAIL FROM, (5) RCPT TO.",5.0,"http://marc.info/?l=ntbugtraq&m=90650438826447&w=2, https://exchange.xforce.ibmcloud.com/vulnerabilities/1664, http://marc.info/?l=bugtraq&m=90649892424117&w=2",2,False,True,False
CVE-1999-1054,"The default configuration of FLEXlm license manager 6.0d, and possibly other versions, allows remote attackers to shut down the server via the lmdown command.",5.0,http://marc.info/?l=bugtraq&m=90675672323825&w=2,2,False,True,False
CVE-1999-1228,"Various modems that do not implement a guard time, or are configured with a guard time of 0, can allow remote attackers to execute arbitrary modem commands such as ATH, ATH0, etc., via a ""+++"" sequence that appears in ICMP packets, the subject of an e-mail message, IRC commands, and others.",7.5,"https://exchange.xforce.ibmcloud.com/vulnerabilities/3320, http://www.macintouch.com/modemsecurity.html, http://marc.info/?l=bugtraq&m=90695973308453&w=2",3,False,False,False
CVE-1999-0969,"The Windows NT RPC service allows remote attackers to conduct a denial of service using spoofed malformed RPC packets which generate an error message that is sent to the spoofed host, potentially setting up a loop, aka Snork.",5.0,"https://docs.microsoft.com/en-us/security-updates/securitybulletins/1998/ms98-014, http://support.microsoft.com/default.aspx?scid=kb%3B%5BLN%5D%3BQ193233",2,False,True,False
CVE-1999-1181,Vulnerability in On-Line Customer Registration software for IRIX 6.2 through 6.4 allows local users to gain root privileges.,7.2,"ftp://patches.sgi.com/support/free/security/advisories/19980901-01-PX, http://www.iss.net/security_center/static/7441.php, http://ciac.llnl.gov/ciac/bulletins/j-003.shtml",3,False,False,False
CVE-1999-0186,"In Solaris, an SNMP subagent has a default community string that allows remote attackers to execute arbitrary commands as root, or modify system parameters.",10.0,http://support.novell.com/cgi-bin/search/searchtid.cgi?/10080762.htm,3,False,False,False
CVE-1999-0505,A Windows NT domain user or administrator account has a guessable password.,7.2,https://www.cve.org/CVERecord?id=CVE-1999-0505,3,False,False,False
CVE-1999-0506,"A Windows NT domain user or administrator account has a default, null, blank, or missing password.",7.2,https://www.cve.org/CVERecord?id=CVE-1999-0506,3,False,False,False
CVE-1999-0546,The Windows NT guest account is enabled.,4.6,https://www.cve.org/CVERecord?id=CVE-1999-0546,2,False,True,False
CVE-1999-0870,"Internet Explorer 4.01 allows remote attackers to read arbitrary files by pasting a file name into the file upload control, aka untrusted scripted paste.",2.6,https://docs.microsoft.com/en-us/security-updates/securitybulletins/1998/ms98-015,1,True,False,False
CVE-1999-0343,A malicious Palace server can force a client to execute arbitrary programs.,5.1,https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0343,2,False,True,False
CVE-1999-1403,"IBM/Tivoli OPC Tracker Agent version 2 release 1 creates files, directories, and IPC message queues with insecure permissions (world-readable and world-writable), which could allow local users to disrupt operations and possibly gain privileges by modifying or deleting files.",7.2,"http://www.securityfocus.com/archive/1/10771, http://www.securityfocus.com/bid/382",3,False,False,False
CVE-1999-1404,"IBM/Tivoli OPC Tracker Agent version 2 release 1 allows remote attackers to cause a denial of service (resource exhaustion) via malformed data to the localtracker client port (5011), which prevents the connection from being closed properly.",5.0,"http://www.securityfocus.com/archive/1/10771, http://www.securityfocus.com/bid/382",2,False,True,False
CVE-1999-1291,"TCP/IP implementation in Microsoft Windows 95, Windows NT 4.0, and possibly others, allows remote attackers to reset connections by forcing a reset (RST) via a PSH ACK or other means, obtaining the target's last sequence number from the resulting packet, then spoofing a reset to the target.",5.0,"https://exchange.xforce.ibmcloud.com/vulnerabilities/1383, http://www.securityfocus.com/archive/1/10789",2,False,True,False
CVE-1999-1185,Buffer overflow in SCO mscreen allows local users to gain root privileges via a long terminal entry (TERM) in the .mscreenrc file.,7.2,"https://exchange.xforce.ibmcloud.com/vulnerabilities/1379, http://marc.info/?l=bugtraq&m=90686250717719&w=2",3,False,False,False
CVE-1999-1381,Buffer overflow in dbadmin CGI program 1.0.1 on Linux allows remote attackers to execute arbitrary commands.,7.5,http://marc.info/?l=bugtraq&m=90786656409618&w=2,3,False,False,False
CVE-1999-0002,"Buffer overflow in NFS mountd gives root access to remote attackers, mostly in Linux systems.",10.0,"http://www.ciac.org/ciac/bulletins/j-006.shtml, ftp://patches.sgi.com/support/free/security/advisories/19981006-01-I, http://www.securityfocus.com/bid/121",3,False,False,False
CVE-1999-0053,TCP RST denial of service in FreeBSD.,5.0,http://www.osvdb.org/6094,2,False,True,False
CVE-1999-0088,IRIX and AIX automountd services (autofsd) allow remote users to execute root commands.,10.0,http://www-1.ibm.com/services/brs/brspwhub.nsf/advisories/852567CC004F9038852566BF007B6393/%24file/ERS-SVA-E01-1998_004_1.txt,3,False,False,False
CVE-1999-0215,Routed allows attackers to append data to files.,6.4,"http://www.ciac.org/ciac/bulletins/j-012.shtml, ftp://patches.sgi.com/support/free/security/advisories/19981004-01-PX",2,False,True,False
CVE-1999-0118,AIX infod allows local users to gain root access through an X display.,7.2,http://marc.info/?l=bugtraq&m=91158980826979&w=2,3,False,False,False
CVE-1999-0254,A hidden SNMP community string in HP OpenView allows remote attackers to modify MIB tables and obtain sensitive information.,10.0,https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0254,3,False,False,False
CVE-1999-1459,BMC PATROL Agent before 3.2.07 allows local users to gain root privileges via a symlink attack on a temporary file.,7.2,"https://exchange.xforce.ibmcloud.com/vulnerabilities/1388, http://www.securityfocus.com/bid/534, http://xforce.iss.net/alerts/advise10.php",3,False,False,False
CVE-1999-0052,IP fragmentation denial of service in FreeBSD allows a remote attacker to cause a crash.,5.0,"https://exchange.xforce.ibmcloud.com/vulnerabilities/1389, http://www.osvdb.org/908",2,False,True,False
CVE-1999-1284,"NukeNabber allows remote attackers to cause a denial of service by connecting to the NukeNabber port (1080) without sending any data, which causes the CPU usage to rise to 100% from the report.exe program that is executed upon the connection.",5.0,"https://exchange.xforce.ibmcloud.com/vulnerabilities/1540, http://marc.info/?l=bugtraq&m=91063407332594&w=2, http://www.dynamsol.com/puppet/text/new.txt, http://www.securityfocus.com/archive/1/11131",2,False,True,False
CVE-1999-1321,Buffer overflow in ssh 1.2.26 client with Kerberos V enabled could allow remote attackers to cause a denial of service or execute arbitrary commands via a long DNS hostname that is not properly handled during TGT ticket passing.,7.5,"http://lists.netspace.org/cgi-bin/wa?A2=ind9811A&L=bugtraq&P=R4814, http://www.osvdb.org/4883",3,False,False,False
CVE-1999-1153,HAMcards Postcard CGI script 1.0 allows remote attackers to execute arbitrary commands via shell metacharacters in the recipient email address.,7.5,"http://www.securityfocus.com/archive/1/11175, https://exchange.xforce.ibmcloud.com/vulnerabilities/1400",3,False,False,False
CVE-1999-1154,LakeWeb Filemail CGI script allows remote attackers to execute arbitrary commands via shell metacharacters in the recipient email address.,7.5,"http://www.securityfocus.com/archive/1/11175, http://lakeweb.com/scripts/, https://exchange.xforce.ibmcloud.com/vulnerabilities/1400",3,False,False,False
CVE-1999-1155,LakeWeb Mail List CGI script allows remote attackers to execute arbitrary commands via shell metacharacters in the recipient email address.,7.5,"http://www.securityfocus.com/archive/1/11175, http://lakeweb.com/scripts/, https://exchange.xforce.ibmcloud.com/vulnerabilities/1400",3,False,False,False
CVE-1999-1289,"ICQ 98 beta on Windows NT leaks the internal IP address of a client in the TCP data segment of an ICQ packet instead of the public address (e.g. through NAT), which provides remote attackers with potentially sensitive information about the client or the internal network configuration.",7.5,"https://exchange.xforce.ibmcloud.com/vulnerabilities/1398, http://www.securityfocus.com/archive/1/11233",3,False,False,False
CVE-1999-1025,"CDE screen lock program (screenlock) on Solaris 2.6 does not properly lock an unprivileged user's console session when the host is an NIS+ client, which allows others with physical access to login with any string.",4.6,"http://sunsolve.Sun.COM/pub-cgi/retrieve.pl?doc=fpatches%2F106027&zone_32=411568%2A%20, http://www.securityfocus.com/bid/294, http://marc.info/?l=bugtraq&m=90831127921062&w=2",2,False,True,False
CVE-1999-1322,"The installation of 1ArcServe Backup and Inoculan AV client modules for Exchange create a log file, exchverify.log, which contains usernames and passwords in plaintext.",4.6,"http://marc.info/?l=ntbugtraq&m=91096758513985&w=2, http://marc.info/?l=ntbugtraq&m=91133714919229&w=2",2,False,True,False
CVE-1999-0057,Vacation program allows command execution by remote users through a sendmail command.,7.5,http://www1.itrc.hp.com/service/cki/docDisplay.do?docId=HPSBUX9811-087,3,False,False,False
CVE-1999-0780,KDE klock allows local users to kill arbitrary processes by specifying an arbitrary PID in the .kss.pid file.,4.6,http://marc.info/?l=bugtraq&m=91141486301691&w=2,2,False,True,False
CVE-1999-0781,KDE allows local users to execute arbitrary commands by setting the KDEDIR environmental variable to modify the search path that KDE uses to locate its executables.,7.2,http://marc.info/?l=bugtraq&m=91141486301691&w=2,3,False,False,False
CVE-1999-0782,KDE kppp allows local users to create a directory in an arbitrary location via the HOME environmental variable.,2.1,http://marc.info/?l=bugtraq&m=91141486301691&w=2,1,True,False,False
CVE-1999-1107,Buffer overflow in kppp in KDE allows local users to gain root access via a long PATH environmental variable.,7.2,"http://marc.info/?l=bugtraq&m=91141486301691&w=2, https://exchange.xforce.ibmcloud.com/vulnerabilities/1650",3,False,False,False
CVE-1999-1108,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER.  ConsultIDs: CVE-1999-1107.  Reason: This candidate is a duplicate of CVE-1999-1107.  Notes: All CVE users should reference CVE-1999-1107 instead of this candidate.  All references and descriptions in this candidate have been removed to prevent accidental usage,6.252848423194303,No Reference,0,False,False,True
CVE-1999-1288,"Samba 1.9.18 inadvertently includes a prototype application, wsmbconf, which is installed with incorrect permissions including the setgid bit, which allows local users to read and write files and possibly gain privileges via bugs in the program.",4.6,"http://www.securityfocus.com/archive/1/11397, https://exchange.xforce.ibmcloud.com/vulnerabilities/1406, http://www.caldera.com/support/security/advisories/SA-1998.35.txt",2,False,True,False
CVE-1999-1411,"The installation of the fsp package 2.71-10 in Debian GNU/Linux 2.0 adds the anonymous FTP user without notifying the administrator, which could automatically enable anonymous FTP on some servers such as wu-ftp.",7.5,"http://lists.debian.org/debian-security-announce/debian-security-announce-1998/msg00033.html, http://www.securityfocus.com/bid/316, http://www.iss.net/security_center/static/7574.php, http://marc.info/?l=bugtraq&m=91228908407679&w=2, http://marc.info/?l=bugtraq&m=91936850009861&w=2, http://marc.info/?l=bugtraq&m=91244712808780&w=2",3,False,False,False
CVE-1999-1071,"Excite for Web Servers (EWS) 1.1 installs the Architext.conf authentication file with world-writeable permissions, which allows local users to gain access to Excite accounts by modifying the file.",7.2,"http://marc.info/?l=bugtraq&m=91248445931140&w=2, https://exchange.xforce.ibmcloud.com/vulnerabilities/1417",3,False,False,False
CVE-1999-1072,Excite for Web Servers (EWS) 1.1 allows local users to gain privileges by obtaining the encrypted password from the world-readable Architext.conf authentication file and replaying the encrypted password in an HTTP request to AT-generated.cgi or AT-admin.cgi.,7.2,http://marc.info/?l=bugtraq&m=91248445931140&w=2,3,False,False,False
CVE-1999-1073,"Excite for Web Servers (EWS) 1.1 records the first two characters of a plaintext password in the beginning of the encrypted password, which makes it easier for an attacker to guess passwords via a brute force or dictionary attack.",7.2,http://marc.info/?l=bugtraq&m=91248445931140&w=2,3,False,False,False
CVE-1999-0321,Buffer overflow in Solaris kcms_configure command allows local users to gain root access.,7.2,https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0321,3,False,False,False
CVE-1999-0332,Buffer overflow in NetMeeting allows denial of service and remote command execution.,7.5,http://support.microsoft.com/default.aspx?scid=kb%3B%5BLN%5D%3BQ184346,3,False,False,False
CVE-1999-0342,Linux PAM modules allow local users to gain root access using temporary files.,6.2,https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0342,2,False,True,False
